name,image_link,state,category,latitude,longitude,city
"Gates Tires, Mar Vista, California",https://cdn.loc.gov/service/pnp/mrg/05500/05567v.jpg,CA,Other,34.0037605,-118.4391641,Mar Vista
"Gates Tires, Mar Vista, California",https://cdn.loc.gov/service/pnp/mrg/05500/05568v.jpg,CA,Other,34.0037605,-118.4391641,Mar Vista
"Felix Body Shop, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05500/05575v.jpg,CA,Retail,34.0536909,-118.242766,Los Angeles
"Orange Blossom Grocery and Gas, Fontana, California",https://cdn.loc.gov/service/pnp/mrg/05500/05584v.jpg,CA,Gas Station,34.0922947,-117.43433,Fontana
"Union Oil Gas, Sawtelle, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05600/05601v.jpg,CA,Gas Station,34.0536909,-118.242766,Los Angeles
"Delta Queen Car Wash, Campbell, California",https://cdn.loc.gov/service/pnp/mrg/05600/05627v.jpg,CA,Other,37.2870626,-121.944881,Campbell
"Wheel align sign, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05600/05630v.jpg,CA,Sign,32.7174202,-117.162772,San Diego
"OK Used Car sign, Arcata, California",https://cdn.loc.gov/service/pnp/mrg/05600/05634v.jpg,CA,Sign,40.866517,-124.08284,Arcata
"Tire Man Big Brand tire statue, Van Nuys, California",https://cdn.loc.gov/service/pnp/mrg/05600/05643v.jpg,CA,Statue,34.1866193,-118.4486675,Van Nuys
"Tire Man Big Brand tire statue, Van Nuys, California",https://cdn.loc.gov/service/pnp/mrg/05600/05644v.jpg,CA,Statue,34.1866193,-118.4486675,Van Nuys
"Earl Scheib sign, Beverly Hills, California",https://cdn.loc.gov/service/pnp/mrg/05600/05649v.jpg,CA,Sign,34.0696501,-118.3963062,Beverly Hills
"Far-go gas pump, Main Street, Barstow, California",https://cdn.loc.gov/service/pnp/mrg/05600/05695v.jpg,CA,Gas Station,34.8986215,-117.0244313,Barstow
"Olympic gas pumps, El Cajon, California",https://cdn.loc.gov/service/pnp/mrg/05700/05704v.jpg,CA,Gas Station,32.7947731,-116.962526,El Cajon
"Visible pump, Loma Linda, California",https://cdn.loc.gov/service/pnp/mrg/05700/05708v.jpg,CA,Other,34.0537971,-117.2610925,Loma Linda
"Far-go gas pumps, Main Street, Barstow, California",https://cdn.loc.gov/service/pnp/mrg/05700/05716v.jpg,CA,Gas Station,34.8986215,-117.0244313,Barstow
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05720v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05721v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05722v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05723v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05724v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05725v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05726v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05727v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05728v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05729v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05730v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05731v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05732v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05733v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05734v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05735v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05736v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05737v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05738v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05739v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05740v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Fox Theater, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/05700/05742v.jpg,CA,Theater,34.0536909,-118.242766,Los Angeles
"Fox Theater, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/05700/05743v.jpg,CA,Theater,36.3302284,-119.292058,Visalia
"Fox Theater, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/05700/05744v.jpg,CA,Theater,36.3302284,-119.292058,Visalia
"Fox Theater, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/05700/05745v.jpg,CA,Theater,36.3302284,-119.292058,Visalia
"Fox Theater, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/05700/05746v.jpg,CA,Theater,36.3302284,-119.292058,Visalia
"Hollywood Palladium, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/05700/05747v.jpg,CA,Other,34.0980031,-118.329523,Hollywood
"Hollywood Palladium, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/05700/05748v.jpg,CA,Other,34.0980031,-118.329523,Hollywood
"Cinema, Merced, California",https://cdn.loc.gov/service/pnp/mrg/05700/05749v.jpg,CA,Other,37.1641544,-120.7678602,Merced
"Mayfair Music Hall, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/05700/05750v.jpg,CA,Other,34.0194704,-118.491227,Santa Monica
"Grauman's Chinese Theater, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/05700/05753v.jpg,CA,Theater,34.0980031,-118.329523,Hollywood
"Grauman's Chinese Theater, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/05700/05754v.jpg,CA,Theater,34.0980031,-118.329523,Hollywood
"Grauman's Chinese Theater, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/05700/05755v.jpg,CA,Theater,34.0980031,-118.329523,Hollywood
"Minor Theater, Arcata, California",https://cdn.loc.gov/service/pnp/mrg/05700/05757v.jpg,CA,Theater,40.866517,-124.08284,Arcata
"Atwater signal-Merced Daily Sun Star, Atwater, California",https://cdn.loc.gov/service/pnp/mrg/05700/05758v.jpg,CA,Sign,37.3477174,-120.609084,Atwater
"Chinese Theater, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/05700/05759v.jpg,CA,Theater,34.0980031,-118.329523,Hollywood
"Culver Theater, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/05700/05760v.jpg,CA,Theater,34.0211224,-118.396466,Culver City
"Balboa Theater, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/05700/05762v.jpg,CA,Theater,32.7174202,-117.162772,San Diego
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05763v.jpg,CA,Theater,36.7394421,-119.78483,Fresno
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05764v.jpg,CA,Theater,36.7394421,-119.78483,Fresno
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05765v.jpg,CA,Theater,36.7394421,-119.78483,Fresno
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05766v.jpg,CA,Theater,36.7394421,-119.78483,Fresno
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05767v.jpg,CA,Theater,36.7394421,-119.78483,Fresno
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05768v.jpg,CA,Theater,36.7394421,-119.78483,Fresno
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05769v.jpg,CA,Theater,36.7394421,-119.78483,Fresno
"Crest Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05770v.jpg,CA,Theater,36.7394421,-119.78483,Fresno
"Tower Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05771v.jpg,CA,Theater,38.5810606,-121.493895,Sacramento
"Tower Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05772v.jpg,CA,Theater,38.5810606,-121.493895,Sacramento
"Tower Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05773v.jpg,CA,Theater,38.5810606,-121.493895,Sacramento
"Fox Theater, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/05700/05774v.jpg,CA,Theater,33.9824949,-117.374238,Riverside
"Fox Theater, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/05700/05775v.jpg,CA,Theater,33.9824949,-117.374238,Riverside
"Fox Theater, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/05700/05776v.jpg,CA,Theater,33.9824949,-117.374238,Riverside
"Fox Theater, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/05700/05777v.jpg,CA,Theater,33.9824949,-117.374238,Riverside
"Tower Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05778v.jpg,CA,Theater,36.7394421,-119.78483,Fresno
"Tower Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05779v.jpg,CA,Theater,36.7394421,-119.78483,Fresno
"Tower Theater, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/05700/05780v.jpg,CA,Theater,36.7394421,-119.78483,Fresno
"Star Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05781v.jpg,CA,Theater,38.5810606,-121.493895,Sacramento
"Esquire Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05782v.jpg,CA,Theater,38.5810606,-121.493895,Sacramento
"Esquire Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05783v.jpg,CA,Theater,38.5810606,-121.493895,Sacramento
"Esquire Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05784v.jpg,CA,Theater,38.5810606,-121.493895,Sacramento
"Esquire Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05785v.jpg,CA,Theater,38.5810606,-121.493895,Sacramento
"Esquire Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05786v.jpg,CA,Theater,38.5810606,-121.493895,Sacramento
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05787v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05788v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05789v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05790v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05791v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05792v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05793v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05794v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Colonial Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05795v.jpg,CA,Theater,38.5810606,-121.493895,Sacramento
"Old City Hall, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/05700/05796v.jpg,CA,Other,33.9824949,-117.374238,Riverside
"Tejon Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05797v.jpg,CA,Theater,35.3738712,-119.019463,Bakersfield
"Brenden Theater, Modesto, California",https://cdn.loc.gov/service/pnp/mrg/05700/05798v.jpg,CA,Theater,37.6393419,-120.9968892,Modesto
"Fox Westwood Village Theater, Westwood, California",https://cdn.loc.gov/service/pnp/mrg/05700/05799v.jpg,CA,Theater,34.0668947,-118.439944,Westwood
"Fox Westwood Village Theater, Westwood, California",https://cdn.loc.gov/service/pnp/mrg/05800/05800v.jpg,CA,Theater,34.0668947,-118.439944,Westwood
"Merced Theater, Main Street, Merced, California",https://cdn.loc.gov/service/pnp/mrg/05800/05801v.jpg,CA,Theater,37.1641544,-120.7678602,Merced
"Merced Theater, Main Street, Merced, California",https://cdn.loc.gov/service/pnp/mrg/05800/05802v.jpg,CA,Theater,37.1641544,-120.7678602,Merced
"Fox Theater, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/05800/05803v.jpg,CA,Theater,36.3302284,-119.292058,Visalia
"Fox Theater, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/05800/05804v.jpg,CA,Theater,36.3302284,-119.292058,Visalia
"Crest Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05800/05806v.jpg,CA,Theater,38.5810606,-121.493895,Sacramento
"Crest Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05800/05807v.jpg,CA,Theater,38.5810606,-121.493895,Sacramento
"Crest Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05800/05808v.jpg,CA,Theater,38.5810606,-121.493895,Sacramento
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05809v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05810v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05811v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05812v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05813v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05814v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05815v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05816v.jpg,CA,Theater,37.8044557,-122.271356,Oakland
"Loyola Theater, Manchester & Sepulveda Boulevard, Westchester, California",https://cdn.loc.gov/service/pnp/mrg/05800/05817v.jpg,CA,Theater,33.9597349,-118.400632,Westchester
"Loyola Theater, Manchester & Sepulveda Boulevard, Westchester, California",https://cdn.loc.gov/service/pnp/mrg/05800/05818v.jpg,CA,Theater,33.9597349,-118.400632,Westchester
"Loyola Theater, Manchester & Sepulveda Boulevard, Westchester, California",https://cdn.loc.gov/service/pnp/mrg/05800/05819v.jpg,CA,Theater,33.9597349,-118.400632,Westchester
"Loyola Theater, Manchester & Sepulveda Boulevard, Westchester, California",https://cdn.loc.gov/service/pnp/mrg/05800/05820v.jpg,CA,Theater,33.9597349,-118.400632,Westchester
"Loyola Theater, Manchester & Sepulveda Boulevard, Westchester, California",https://cdn.loc.gov/service/pnp/mrg/05800/05821v.jpg,CA,Theater,33.9597349,-118.400632,Westchester
"XPO Adult Theater, Wilmington, California",https://cdn.loc.gov/service/pnp/mrg/05800/05852v.jpg,CA,Theater,33.7800164,-118.262509,Wilmington
"5th Avenue Theater, Inglewood, California",https://cdn.loc.gov/service/pnp/mrg/06000/06012v.jpg,CA,Theater,33.9562003,-118.353132,Inglewood
"Opera house, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/06000/06053v.jpg,CA,Historical Building,38.2325829,-122.636465,Petaluma
"Opera house, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/06000/06054v.jpg,CA,Historical Building,38.2325829,-122.636465,Petaluma
"Reused neon from Campus Drive-In, Lemon Grove, California",https://cdn.loc.gov/service/pnp/mrg/06000/06073v.jpg,CA,Theater,32.7425516,-117.0314172,Lemon Grove
"Mt. Baldy Drive-In, La Verne, California",https://cdn.loc.gov/service/pnp/mrg/06000/06088v.jpg,CA,Theater,34.1008426,-117.7678355,La Verne
"Olympic Drive-In, West Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/06000/06089v.jpg,CA,Theater,34.0468546,-118.430254,West Los Angeles
"Rubidoux Drive-In, Rubidoux, California",https://cdn.loc.gov/service/pnp/mrg/06000/06090v.jpg,CA,Theater,33.9943119,-117.4237761,Rubidoux
"Studio Drive-In, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/06000/06092v.jpg,CA,Theater,34.0211224,-118.396466,Culver City
"Studio Drive-In, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/06000/06093v.jpg,CA,Theater,34.0211224,-118.396466,Culver City
"Van Nuys Drive-In, Van Nuys, California",https://cdn.loc.gov/service/pnp/mrg/06000/06097v.jpg,CA,Theater,34.1866193,-118.4486675,Van Nuys
"Campus Drive-In, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/06000/06099v.jpg,CA,Theater,32.7174202,-117.162772,San Diego
"Campus Drive-In, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/06100/06100v.jpg,CA,Theater,32.7174202,-117.162772,San Diego
"Lakewood Drive-In, Carson Street, Lakewood, California",https://cdn.loc.gov/service/pnp/mrg/06100/06101v.jpg,CA,Theater,33.8503463,-118.117191,Lakewood
"Tri City Drive-In, Redlands Boulevard, Loma Linda, California",https://cdn.loc.gov/service/pnp/mrg/06100/06102v.jpg,CA,Theater,34.0537971,-117.2610925,Loma Linda
"Tri City Drive-In, Redlands Boulevard, Loma Linda, California",https://cdn.loc.gov/service/pnp/mrg/06100/06103v.jpg,CA,Theater,34.0537971,-117.2610925,Loma Linda
"Green Pines mini golf, raised lip hole, Redding, California",https://cdn.loc.gov/service/pnp/mrg/06100/06134v.jpg,CA,Sports,40.5863563,-122.391675,Redding
"Blackbeard's mini golf, six bumpers, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/06100/06188v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Blackbeard's mini golf, star and two bumpers, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/06100/06189v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Castle Amusement, candy house, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/06200/06239v.jpg,CA,Historical Building,33.9824949,-117.374238,Riverside
"Twin Pines mini golf, Readings, California",https://cdn.loc.gov/service/pnp/mrg/06200/06247v.jpg,CA,Sports,34.2642987,-118.5398653,Readings
"Gold mine Castle Amusement Park golf, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/06200/06269v.jpg,CA,Sports,33.9824949,-117.374238,Riverside
"Fountain Valley mini golf, windmill, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/06200/06273v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Fountain Valley mini golf, Mission San Juan, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/06200/06274v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/06200/06275v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Fountain Valley mini golf, schoolhouse, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/06200/06276v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Prehistoric Museum, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/06300/06386v.jpg,CA,Museum,33.9090305,-116.7795345,Cabazon
"Prehistoric Museum, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/06300/06387v.jpg,CA,Museum,33.9090305,-116.7795345,Cabazon
"Prehistoric Museum, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/06300/06388v.jpg,CA,Museum,33.9090305,-116.7795345,Cabazon
"Prehistoric Museum, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/06300/06389v.jpg,CA,Museum,33.9090305,-116.7795345,Cabazon
"Paul Bunyan & Babe, Trees of Mystery, Route 101, Klamath, California",https://cdn.loc.gov/service/pnp/mrg/06500/06548v.jpg,CA,Other,41.5265092,-124.038406,Klamath
"Paul Bunyan & Babe, Trees of Mystery, Route 101, Klamath, California",https://cdn.loc.gov/service/pnp/mrg/06500/06549v.jpg,CA,Other,41.5265092,-124.038406,Klamath
"Paul Bunyan & Babe, Trees of Mystery, Route 101, Klamath, California",https://cdn.loc.gov/service/pnp/mrg/06500/06550v.jpg,CA,Other,41.5265092,-124.038406,Klamath
"Montana De Oro State Park, Los Osos, California",https://cdn.loc.gov/service/pnp/mrg/06600/06608v.jpg,CA,Park,35.3107214,-120.832348,Los Osos
"Montana De Oro State Park, Los Osos, California",https://cdn.loc.gov/service/pnp/mrg/06600/06609v.jpg,CA,Park,35.3107214,-120.832348,Los Osos
"Montana De Oro State Park, Los Osos, California",https://cdn.loc.gov/service/pnp/mrg/06600/06610v.jpg,CA,Park,35.3107214,-120.832348,Los Osos
"Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/06600/06660v.jpg,CA,Sports,40.5863563,-122.391675,Redding
"Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/06600/06661v.jpg,CA,Sports,40.5863563,-122.391675,Redding
"Wheel-In Mini Mart, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/06700/06741v.jpg,CA,Other,33.9090305,-116.7795345,Cabazon
"Giant artichoke, Castroville, California",https://cdn.loc.gov/service/pnp/mrg/06700/06744v.jpg,CA,Other,36.7657904,-121.758005,Castroville
"Giant artichoke, Castroville, California",https://cdn.loc.gov/service/pnp/mrg/06700/06745v.jpg,CA,Other,36.7657904,-121.758005,Castroville
"Fire Chief Hat Dog, Barstow, California",https://cdn.loc.gov/service/pnp/mrg/06900/06943v.jpg,CA,Other,34.8986215,-117.0244313,Barstow
"McDonald's, Azusa, California",https://cdn.loc.gov/service/pnp/mrg/06900/06979v.jpg,CA,Other,34.1338751,-117.9056046,Azusa
"McDonald's, Azusa, California",https://cdn.loc.gov/service/pnp/mrg/06900/06980v.jpg,CA,Other,34.1338751,-117.9056046,Azusa
"McDonald's, Azusa, California",https://cdn.loc.gov/service/pnp/mrg/06900/06981v.jpg,CA,Other,34.1338751,-117.9056046,Azusa
"McDonald's, Azusa, California",https://cdn.loc.gov/service/pnp/mrg/06900/06982v.jpg,CA,Other,34.1338751,-117.9056046,Azusa
"McDonald's, Downey, California",https://cdn.loc.gov/service/pnp/mrg/06900/06987v.jpg,CA,Other,33.9404441,-118.1292846,Downey
"Col. Sanders, Daly City, California",https://cdn.loc.gov/service/pnp/mrg/06900/06989v.jpg,CA,Other,37.6904826,-122.47267,Daly City
"Col. Sanders, Daly City, California",https://cdn.loc.gov/service/pnp/mrg/06900/06990v.jpg,CA,Other,37.6904826,-122.47267,Daly City
"Bob-A-Q Restaurant, near Morro Bay, Morro Bay, California",https://cdn.loc.gov/service/pnp/mrg/06900/06997v.jpg,CA,Restaurant,35.3658075,-120.849901,Morro Bay
"Bob-A-Q Restaurant, near Morro Bay, Morro Bay, California",https://cdn.loc.gov/service/pnp/mrg/06900/06998v.jpg,CA,Restaurant,35.3658075,-120.849901,Morro Bay
"Sea Food Hut, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07000/07006v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Sea Food Hut, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07000/07007v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Bill's Hot Dog Stand, Burbank, California",https://cdn.loc.gov/service/pnp/mrg/07000/07068v.jpg,CA,Other,34.1812089,-118.307201,Burbank
"Fire Chief Hat Dog, Barstow, California",https://cdn.loc.gov/service/pnp/mrg/07000/07082v.jpg,CA,Other,34.8986215,-117.0244313,Barstow
"Variety Barrel, El Cajon, California",https://cdn.loc.gov/service/pnp/mrg/07000/07085v.jpg,CA,Other,32.7947731,-116.962526,El Cajon
"Rice Bowl, Merced, California",https://cdn.loc.gov/service/pnp/mrg/07000/07086v.jpg,CA,Other,37.1641544,-120.7678602,Merced
"Rice Bowl, Merced, California",https://cdn.loc.gov/service/pnp/mrg/07000/07087v.jpg,CA,Other,37.1641544,-120.7678602,Merced
"Rice Bowl, Merced, California",https://cdn.loc.gov/service/pnp/mrg/07000/07088v.jpg,CA,Other,37.1641544,-120.7678602,Merced
"King's Fried Chicken (Church), Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07000/07089v.jpg,CA,Religious Site,34.0536909,-118.242766,Los Angeles
"King's Fried Chicken (Church), Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07000/07090v.jpg,CA,Religious Site,34.0536909,-118.242766,Los Angeles
"Sombrero Taco Shop, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/07000/07094v.jpg,CA,Retail,32.7174202,-117.162772,San Diego
"Sombrero Taco Shop, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/07000/07095v.jpg,CA,Retail,32.7174202,-117.162772,San Diego
"Sombrero Taco Shop, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/07000/07096v.jpg,CA,Retail,32.7174202,-117.162772,San Diego
"Sombrero Taco Shop, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/07000/07097v.jpg,CA,Retail,32.7174202,-117.162772,San Diego
"Sombrero Taco Shop, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/07000/07098v.jpg,CA,Retail,32.7174202,-117.162772,San Diego
"Johnnies Fat Boy, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07100/07102v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Johnnies Fat Boy, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07100/07103v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"The Bucket Burgers, Eagle Rock, California",https://cdn.loc.gov/service/pnp/mrg/07100/07109v.jpg,CA,Other,34.1390325,-118.2140958,Eagle Rock
"Dining Cars Cafe, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/07100/07111v.jpg,CA,Restaurant,34.6134727,-120.193669,Buellton
