name,image_link,state,city,latitude,longitude
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05793v.jpg,California,Oakland,37.8044557,-122.271356
"Fox Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05700/05794v.jpg,California,Oakland,37.8044557,-122.271356
"Colonial Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05700/05795v.jpg,California,Sacramento,38.5810606,-121.493895
"Old City Hall, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/05700/05796v.jpg,California,Riverside,33.9824949,-117.374238
"Tejon Theater, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/05700/05797v.jpg,California,Bakersfield,35.3738712,-119.019463
"Brenden Theater, Modesto, California",https://cdn.loc.gov/service/pnp/mrg/05700/05798v.jpg,California,Modesto,37.6393419,-120.9968892
"Fox Westwood Village Theater, Westwood, California",https://cdn.loc.gov/service/pnp/mrg/05700/05799v.jpg,California,Westwood,34.0668947,-118.439944
"Fox Westwood Village Theater, Westwood, California",https://cdn.loc.gov/service/pnp/mrg/05800/05800v.jpg,California,Westwood,34.0668947,-118.439944
"Merced Theater, Main Street, Merced, California",https://cdn.loc.gov/service/pnp/mrg/05800/05801v.jpg,California,Merced,37.1641544,-120.7678602
"Merced Theater, Main Street, Merced, California",https://cdn.loc.gov/service/pnp/mrg/05800/05802v.jpg,California,Merced,37.1641544,-120.7678602
"Fox Theater, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/05800/05803v.jpg,California,Visalia,36.3302284,-119.292058
"Fox Theater, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/05800/05804v.jpg,California,Visalia,36.3302284,-119.292058
"Crest Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05800/05806v.jpg,California,Sacramento,38.5810606,-121.493895
"Crest Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05800/05807v.jpg,California,Sacramento,38.5810606,-121.493895
"Crest Theater, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/05800/05808v.jpg,California,Sacramento,38.5810606,-121.493895
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05809v.jpg,California,Oakland,37.8044557,-122.271356
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05810v.jpg,California,Oakland,37.8044557,-122.271356
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05811v.jpg,California,Oakland,37.8044557,-122.271356
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05812v.jpg,California,Oakland,37.8044557,-122.271356
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05813v.jpg,California,Oakland,37.8044557,-122.271356
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05814v.jpg,California,Oakland,37.8044557,-122.271356
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05815v.jpg,California,Oakland,37.8044557,-122.271356
"Paramount Theater, Oakland, California",https://cdn.loc.gov/service/pnp/mrg/05800/05816v.jpg,California,Oakland,37.8044557,-122.271356
"Loyola Theater, Manchester & Sepulveda Boulevard, Westchester, California",https://cdn.loc.gov/service/pnp/mrg/05800/05817v.jpg,California,Westchester,33.9597349,-118.400632
"Loyola Theater, Manchester & Sepulveda Boulevard, Westchester, California",https://cdn.loc.gov/service/pnp/mrg/05800/05818v.jpg,California,Westchester,33.9597349,-118.400632
"Loyola Theater, Manchester & Sepulveda Boulevard, Westchester, California",https://cdn.loc.gov/service/pnp/mrg/05800/05819v.jpg,California,Westchester,33.9597349,-118.400632
"Loyola Theater, Manchester & Sepulveda Boulevard, Westchester, California",https://cdn.loc.gov/service/pnp/mrg/05800/05820v.jpg,California,Westchester,33.9597349,-118.400632
"Loyola Theater, Manchester & Sepulveda Boulevard, Westchester, California",https://cdn.loc.gov/service/pnp/mrg/05800/05821v.jpg,California,Westchester,33.9597349,-118.400632
"XPO Adult Theater, Wilmington, California",https://cdn.loc.gov/service/pnp/mrg/05800/05852v.jpg,California,Wilmington,33.7800164,-118.262509
"5th Avenue Theater, Inglewood, California",https://cdn.loc.gov/service/pnp/mrg/06000/06012v.jpg,California,Inglewood,33.9562003,-118.353132
"Opera house, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/06000/06053v.jpg,California,Petaluma,38.2325829,-122.636465
"Opera house, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/06000/06054v.jpg,California,Petaluma,38.2325829,-122.636465
"Reused neon from Campus Drive-In, Lemon Grove, California",https://cdn.loc.gov/service/pnp/mrg/06000/06073v.jpg,California,Lemon Grove,32.7425516,-117.0314172
"Mt. Baldy Drive-In, La Verne, California",https://cdn.loc.gov/service/pnp/mrg/06000/06088v.jpg,California,La Verne,34.1008426,-117.7678355
"Olympic Drive-In, West Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/06000/06089v.jpg,California,West Los Angeles,34.0468546,-118.430254
"Rubidoux Drive-In, Rubidoux, California",https://cdn.loc.gov/service/pnp/mrg/06000/06090v.jpg,California,Rubidoux,33.9943119,-117.4237761
"Studio Drive-In, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/06000/06092v.jpg,California,Culver City,34.0211224,-118.396466
"Studio Drive-In, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/06000/06093v.jpg,California,Culver City,34.0211224,-118.396466
"Van Nuys Drive-In, Van Nuys, California",https://cdn.loc.gov/service/pnp/mrg/06000/06097v.jpg,California,Van Nuys,34.1866193,-118.4486675
"Campus Drive-In, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/06000/06099v.jpg,California,San Diego,32.7174202,-117.162772
"Campus Drive-In, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/06100/06100v.jpg,California,San Diego,32.7174202,-117.162772
"Lakewood Drive-In, Carson Street, Lakewood, California",https://cdn.loc.gov/service/pnp/mrg/06100/06101v.jpg,California,Lakewood,33.8503463,-118.117191
"Tri City Drive-In, Redlands Boulevard, Loma Linda, California",https://cdn.loc.gov/service/pnp/mrg/06100/06102v.jpg,California,Loma Linda,34.0537971,-117.2610925
"Tri City Drive-In, Redlands Boulevard, Loma Linda, California",https://cdn.loc.gov/service/pnp/mrg/06100/06103v.jpg,California,Loma Linda,34.0537971,-117.2610925
"Green Pines mini golf, raised lip hole, Redding, California",https://cdn.loc.gov/service/pnp/mrg/06100/06134v.jpg,California,Redding,40.5863563,-122.391675
"Blackbeard's mini golf, six bumpers, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/06100/06188v.jpg,California,Fresno,36.7394421,-119.78483
"Blackbeard's mini golf, star and two bumpers, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/06100/06189v.jpg,California,Fresno,36.7394421,-119.78483
"Castle Amusement, candy house, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/06200/06239v.jpg,California,Riverside,33.9824949,-117.374238
"Twin Pines mini golf, Readings, California",https://cdn.loc.gov/service/pnp/mrg/06200/06247v.jpg,California,Readings,34.2642987,-118.5398653
"Gold mine Castle Amusement Park golf, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/06200/06269v.jpg,California,Riverside,33.9824949,-117.374238
"Fountain Valley mini golf, windmill, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/06200/06273v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Fountain Valley mini golf, Mission San Juan, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/06200/06274v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/06200/06275v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Fountain Valley mini golf, schoolhouse, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/06200/06276v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Prehistoric Museum, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/06300/06386v.jpg,California,Cabazon,33.9090305,-116.7795345
"Prehistoric Museum, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/06300/06387v.jpg,California,Cabazon,33.9090305,-116.7795345
"Prehistoric Museum, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/06300/06388v.jpg,California,Cabazon,33.9090305,-116.7795345
"Prehistoric Museum, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/06300/06389v.jpg,California,Cabazon,33.9090305,-116.7795345
"Paul Bunyan & Babe, Trees of Mystery, Route 101, Klamath, California",https://cdn.loc.gov/service/pnp/mrg/06500/06548v.jpg,California,Klamath,41.5265092,-124.038406
"Paul Bunyan & Babe, Trees of Mystery, Route 101, Klamath, California",https://cdn.loc.gov/service/pnp/mrg/06500/06549v.jpg,California,Klamath,41.5265092,-124.038406
"Paul Bunyan & Babe, Trees of Mystery, Route 101, Klamath, California",https://cdn.loc.gov/service/pnp/mrg/06500/06550v.jpg,California,Klamath,41.5265092,-124.038406
"Montana De Oro State Park, Los Osos, California",https://cdn.loc.gov/service/pnp/mrg/06600/06608v.jpg,California,Los Osos,35.3107214,-120.832348
"Montana De Oro State Park, Los Osos, California",https://cdn.loc.gov/service/pnp/mrg/06600/06609v.jpg,California,Los Osos,35.3107214,-120.832348
"Montana De Oro State Park, Los Osos, California",https://cdn.loc.gov/service/pnp/mrg/06600/06610v.jpg,California,Los Osos,35.3107214,-120.832348
"Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/06600/06660v.jpg,California,Redding,40.5863563,-122.391675
"Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/06600/06661v.jpg,California,Redding,40.5863563,-122.391675
"Wheel-In Mini Mart, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/06700/06741v.jpg,California,Cabazon,33.9090305,-116.7795345
"Giant artichoke, Castroville, California",https://cdn.loc.gov/service/pnp/mrg/06700/06744v.jpg,California,Castroville,36.7657904,-121.758005
"Giant artichoke, Castroville, California",https://cdn.loc.gov/service/pnp/mrg/06700/06745v.jpg,California,Castroville,36.7657904,-121.758005
"Fire Chief Hat Dog, Barstow, California",https://cdn.loc.gov/service/pnp/mrg/06900/06943v.jpg,California,Barstow,34.8986215,-117.0244313
"McDonald's, Azusa, California",https://cdn.loc.gov/service/pnp/mrg/06900/06979v.jpg,California,Azusa,34.1338751,-117.9056046
"McDonald's, Azusa, California",https://cdn.loc.gov/service/pnp/mrg/06900/06980v.jpg,California,Azusa,34.1338751,-117.9056046
"McDonald's, Azusa, California",https://cdn.loc.gov/service/pnp/mrg/06900/06981v.jpg,California,Azusa,34.1338751,-117.9056046
"McDonald's, Azusa, California",https://cdn.loc.gov/service/pnp/mrg/06900/06982v.jpg,California,Azusa,34.1338751,-117.9056046
"McDonald's, Downey, California",https://cdn.loc.gov/service/pnp/mrg/06900/06987v.jpg,California,Downey,33.9404441,-118.1292846
"Col. Sanders, Daly City, California",https://cdn.loc.gov/service/pnp/mrg/06900/06989v.jpg,California,Daly City,37.6904826,-122.47267
"Col. Sanders, Daly City, California",https://cdn.loc.gov/service/pnp/mrg/06900/06990v.jpg,California,Daly City,37.6904826,-122.47267
"Bob-A-Q Restaurant, near Morro Bay, Morro Bay, California",https://cdn.loc.gov/service/pnp/mrg/06900/06997v.jpg,California,Morro Bay,35.3658075,-120.849901
"Bob-A-Q Restaurant, near Morro Bay, Morro Bay, California",https://cdn.loc.gov/service/pnp/mrg/06900/06998v.jpg,California,Morro Bay,35.3658075,-120.849901
"Sea Food Hut, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07000/07006v.jpg,California,Los Angeles,34.0536909,-118.242766
"Sea Food Hut, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07000/07007v.jpg,California,Los Angeles,34.0536909,-118.242766
"Bill's Hot Dog Stand, Burbank, California",https://cdn.loc.gov/service/pnp/mrg/07000/07068v.jpg,California,Burbank,34.1812089,-118.307201
"Fire Chief Hat Dog, Barstow, California",https://cdn.loc.gov/service/pnp/mrg/07000/07082v.jpg,California,Barstow,34.8986215,-117.0244313
"Variety Barrel, El Cajon, California",https://cdn.loc.gov/service/pnp/mrg/07000/07085v.jpg,California,El Cajon,32.7947731,-116.962526
"Rice Bowl, Merced, California",https://cdn.loc.gov/service/pnp/mrg/07000/07086v.jpg,California,Merced,37.1641544,-120.7678602
"Rice Bowl, Merced, California",https://cdn.loc.gov/service/pnp/mrg/07000/07087v.jpg,California,Merced,37.1641544,-120.7678602
"Rice Bowl, Merced, California",https://cdn.loc.gov/service/pnp/mrg/07000/07088v.jpg,California,Merced,37.1641544,-120.7678602
"King's Fried Chicken (Church), Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07000/07089v.jpg,California,Los Angeles,34.0536909,-118.242766
"King's Fried Chicken (Church), Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07000/07090v.jpg,California,Los Angeles,34.0536909,-118.242766
"Sombrero Taco Shop, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/07000/07094v.jpg,California,San Diego,32.7174202,-117.162772
"Sombrero Taco Shop, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/07000/07095v.jpg,California,San Diego,32.7174202,-117.162772
"Sombrero Taco Shop, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/07000/07096v.jpg,California,San Diego,32.7174202,-117.162772
"Sombrero Taco Shop, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/07000/07097v.jpg,California,San Diego,32.7174202,-117.162772
"Sombrero Taco Shop, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/07000/07098v.jpg,California,San Diego,32.7174202,-117.162772
"Johnnies Fat Boy, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07100/07102v.jpg,California,Los Angeles,34.0536909,-118.242766
"Johnnies Fat Boy, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07100/07103v.jpg,California,Los Angeles,34.0536909,-118.242766
"The Bucket Burgers, Eagle Rock, California",https://cdn.loc.gov/service/pnp/mrg/07100/07109v.jpg,California,Eagle Rock,34.1390325,-118.2140958
"Dining Cars Cafe, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/07100/07111v.jpg,California,Buellton,34.6134727,-120.193669
"Dining Cars Cafe, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/07100/07112v.jpg,California,Buellton,34.6134727,-120.193669
"Dining Cars Cafe, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/07100/07113v.jpg,California,Buellton,34.6134727,-120.193669
"Dining Cars Cafe, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/07100/07114v.jpg,California,Buellton,34.6134727,-120.193669
"Dining Cars Cafe, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/07100/07115v.jpg,California,Buellton,34.6134727,-120.193669
"Dining Cars Cafe, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/07100/07116v.jpg,California,Buellton,34.6134727,-120.193669
"Dining Cars Cafe, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/07100/07117v.jpg,California,Buellton,34.6134727,-120.193669
"Dining Cars Cafe, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/07100/07118v.jpg,California,Buellton,34.6134727,-120.193669
"Dining Cars Cafe, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/07100/07119v.jpg,California,Buellton,34.6134727,-120.193669
"Dining Cars Cafe, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/07100/07120v.jpg,California,Buellton,34.6134727,-120.193669
"The Deli Station, Modesto, California",https://cdn.loc.gov/service/pnp/mrg/07100/07124v.jpg,California,Modesto,37.6393419,-120.9968892
"The Deli Station, Modesto, California",https://cdn.loc.gov/service/pnp/mrg/07100/07125v.jpg,California,Modesto,37.6393419,-120.9968892
"La Cana Restaurant, North Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/07100/07160v.jpg,California,North Hollywood,34.1649502,-118.374752
"Brown Derby Restaurant, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07100/07161v.jpg,California,Los Angeles,34.0536909,-118.242766
"Crosswinds Restaurant, Arcata, California",https://cdn.loc.gov/service/pnp/mrg/07100/07162v.jpg,California,Arcata,40.866517,-124.08284
"Crosswinds Restaurant, Arcata, California",https://cdn.loc.gov/service/pnp/mrg/07100/07163v.jpg,California,Arcata,40.866517,-124.08284
"Far East Restaurant, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/07100/07179v.jpg,California,Bakersfield,35.3738712,-119.019463
"Far East Restaurant, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/07100/07180v.jpg,California,Bakersfield,35.3738712,-119.019463
"Cafe Waterfront, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/07100/07198v.jpg,California,Eureka,40.8018746,-124.1707558
"Maharaja Club, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/07200/07259v.jpg,California,Sacramento,38.5810606,-121.493895
"Maharaja Club, Sacramento, California",https://cdn.loc.gov/service/pnp/mrg/07200/07260v.jpg,California,Sacramento,38.5810606,-121.493895
"Hot Cha Beer, Long Beach, California",https://cdn.loc.gov/service/pnp/mrg/07300/07303v.jpg,California,Long Beach,33.7690164,-118.191604
"Henne's Homemade Candies & Ice Cream, Ukiah, California",https://cdn.loc.gov/service/pnp/mrg/07300/07338v.jpg,California,Ukiah,39.1501662,-123.2077861
"Dutch Ice, Manteca, California",https://cdn.loc.gov/service/pnp/mrg/07300/07348v.jpg,California,Manteca,37.7986184,-121.2117148
"Yum Yum Frosty Freeze, Upland, California",https://cdn.loc.gov/service/pnp/mrg/07300/07351v.jpg,California,Upland,34.09751,-117.6483876
"Yoghurt Mill, El Cajon, California",https://cdn.loc.gov/service/pnp/mrg/07300/07378v.jpg,California,El Cajon,32.7947731,-116.962526
"OJ Stand, Turlock, California",https://cdn.loc.gov/service/pnp/mrg/07300/07379v.jpg,California,Turlock,37.4946568,-120.8465941
"OJ Stand, Turlock, California",https://cdn.loc.gov/service/pnp/mrg/07300/07380v.jpg,California,Turlock,37.4946568,-120.8465941
"OJ Stand, Turlock, California",https://cdn.loc.gov/service/pnp/mrg/07300/07381v.jpg,California,Turlock,37.4946568,-120.8465941
"OJ Stand, Turlock, California",https://cdn.loc.gov/service/pnp/mrg/07300/07382v.jpg,California,Turlock,37.4946568,-120.8465941
"OJ Stand, Turlock, California",https://cdn.loc.gov/service/pnp/mrg/07300/07383v.jpg,California,Turlock,37.4946568,-120.8465941
"OJ Stand, Turlock, California",https://cdn.loc.gov/service/pnp/mrg/07300/07384v.jpg,California,Turlock,37.4946568,-120.8465941
"Giant orange, Banta, California",https://cdn.loc.gov/service/pnp/mrg/07300/07385v.jpg,California,Banta,37.7543731,-121.3707773
"Giant orange, Banta, California",https://cdn.loc.gov/service/pnp/mrg/07300/07386v.jpg,California,Banta,37.7543731,-121.3707773
"Vanderamps Coffee Shop, Marina Del Rey, California",https://cdn.loc.gov/service/pnp/mrg/07400/07403v.jpg,California,Marina Del Rey,33.9776848,-118.448647
"Tail O' the Pup, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07400/07406v.jpg,California,Los Angeles,34.0536909,-118.242766
"Tail O' the Pup, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07400/07407v.jpg,California,Los Angeles,34.0536909,-118.242766
"The Donut Hole, La Puente, California",https://cdn.loc.gov/service/pnp/mrg/07400/07410v.jpg,California,La Puente,34.0280619,-117.953097
"The Donut Hole, La Puente, California",https://cdn.loc.gov/service/pnp/mrg/07400/07411v.jpg,California,La Puente,34.0280619,-117.953097
"The Donut Hole, La Puente, California",https://cdn.loc.gov/service/pnp/mrg/07400/07412v.jpg,California,La Puente,34.0280619,-117.953097
"Mr. Good's Donut House, Compton, California",https://cdn.loc.gov/service/pnp/mrg/07400/07425v.jpg,California,Compton,33.894927,-118.226624
"Hoot Owl Cafe, Southgate, California",https://cdn.loc.gov/service/pnp/mrg/07400/07426v.jpg,California,Southgate,37.4333295,-122.1512119
"Hoot Owl Cafe, Southgate, California",https://cdn.loc.gov/service/pnp/mrg/07400/07427v.jpg,California,Southgate,37.4333295,-122.1512119
"Randy's Donuts, Inglewood, California",https://cdn.loc.gov/service/pnp/mrg/07400/07435v.jpg,California,Inglewood,33.9562003,-118.353132
"Randy's Donuts, Inglewood, California",https://cdn.loc.gov/service/pnp/mrg/07400/07436v.jpg,California,Inglewood,33.9562003,-118.353132
"Randy's Donuts, Inglewood, California",https://cdn.loc.gov/service/pnp/mrg/07400/07437v.jpg,California,Inglewood,33.9562003,-118.353132
"Randy's Donuts, Inglewood, California",https://cdn.loc.gov/service/pnp/mrg/07400/07438v.jpg,California,Inglewood,33.9562003,-118.353132
"Big Do-Nut Drive-in, Inglewood, California",https://cdn.loc.gov/service/pnp/mrg/07400/07439v.jpg,California,Inglewood,33.9562003,-118.353132
"Big Do-Nut Drive-in, Inglewood, California",https://cdn.loc.gov/service/pnp/mrg/07400/07440v.jpg,California,Inglewood,33.9562003,-118.353132
"Pancho's Family Dinners, West Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07400/07443v.jpg,California,West Los Angeles,34.0468546,-118.430254
"Pancho's Family Dinners, West Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/07400/07444v.jpg,California,West Los Angeles,34.0468546,-118.430254
"Jolly Kone Drive-in sign, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/07400/07498v.jpg,California,Bakersfield,35.3738712,-119.019463
"Foster's Freeze ice cream stand, Cloverdale, California",https://cdn.loc.gov/service/pnp/mrg/07400/07499v.jpg,California,Cloverdale,38.8064632,-123.0178759
"Ray and Phil Bar sign, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/07500/07560v.jpg,California,Stockton,37.9577016,-121.290779
"Ray and Phil Bar sign, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/07500/07561v.jpg,California,Stockton,37.9577016,-121.290779
"Hunters Inn sign, Maxwell, California",https://cdn.loc.gov/service/pnp/mrg/07500/07583v.jpg,California,Maxwell,39.2770035,-122.192406
"Far East Food sign, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/07500/07592v.jpg,California,Bakersfield,35.3738712,-119.019463
"Far East Food sign, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/07500/07593v.jpg,California,Bakersfield,35.3738712,-119.019463
"Far East Food sign, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/07500/07594v.jpg,California,Bakersfield,35.3738712,-119.019463
"A & W sign, Richmond, California",https://cdn.loc.gov/service/pnp/mrg/07600/07603v.jpg,California,Richmond,37.9357576,-122.347748
"El Rebozo Restaurant sign, Ukiah, California",https://cdn.loc.gov/service/pnp/mrg/07600/07606v.jpg,California,Ukiah,39.1501662,-123.2077861
"Jimmy Wong's Golden Dragon sign, La Mesa, California",https://cdn.loc.gov/service/pnp/mrg/07600/07621v.jpg,California,La Mesa,32.7678288,-117.0230839
"Pancho's Village Cocktails sign, Salinas, California",https://cdn.loc.gov/service/pnp/mrg/07600/07643v.jpg,California,Salinas,36.6744117,-121.655037
"Cafe Dining Cars sign, Buellton, California",https://cdn.loc.gov/service/pnp/mrg/07600/07697v.jpg,California,Buellton,34.6134727,-120.193669
"Campus Drive-in sign, Greenfield, California",https://cdn.loc.gov/service/pnp/mrg/07700/07719v.jpg,California,Greenfield,36.3207998,-121.243813
"Old Klamath Smoke House sign, Klamath, California",https://cdn.loc.gov/service/pnp/mrg/07700/07722v.jpg,California,Klamath,41.5265092,-124.038406
"Snappy Lunch sign, Guadalupe, California",https://cdn.loc.gov/service/pnp/mrg/07700/07741v.jpg,California,Guadalupe,34.971644,-120.571836
"Angelo's Drive-in Burger sign, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/07700/07742v.jpg,California,Fresno,36.7394421,-119.78483
"Bob-A-Q sign near Morro Bay, Morro Bay, California",https://cdn.loc.gov/service/pnp/mrg/07700/07743v.jpg,California,Morro Bay,35.3658075,-120.849901
"Andre's Giant Burgers sign, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/07700/07753v.jpg,California,Bakersfield,35.3738712,-119.019463
"Andre's Giant Burgers sign, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/07700/07754v.jpg,California,Bakersfield,35.3738712,-119.019463
"Father's Also Tavern sign, Redlands, California",https://cdn.loc.gov/service/pnp/mrg/07700/07755v.jpg,California,Redlands,34.0550328,-117.1827445
"Eel River Cafe sign, Garberville, California",https://cdn.loc.gov/service/pnp/mrg/07700/07757v.jpg,California,Garberville,40.100569,-123.796139
"Burger King sign, Victorville, California",https://cdn.loc.gov/service/pnp/mrg/07700/07759v.jpg,California,Victorville,34.5361067,-117.2911565
"Restwell Court, Pismo Beach, California",https://cdn.loc.gov/service/pnp/mrg/07700/07797v.jpg,California,Pismo Beach,35.1427436,-120.641288
"Restwell Court, Pismo Beach, California",https://cdn.loc.gov/service/pnp/mrg/07700/07798v.jpg,California,Pismo Beach,35.1427436,-120.641288
"Restwell Court, Pismo Beach, California",https://cdn.loc.gov/service/pnp/mrg/07700/07799v.jpg,California,Pismo Beach,35.1427436,-120.641288
"El Portal Motel, Santa Rosa, California",https://cdn.loc.gov/service/pnp/mrg/07800/07801v.jpg,California,Santa Rosa,38.4404925,-122.7141049
"El Portal Motel, Santa Rosa, California",https://cdn.loc.gov/service/pnp/mrg/07800/07802v.jpg,California,Santa Rosa,38.4404925,-122.7141049
"El Portal Motel, Santa Rosa, California",https://cdn.loc.gov/service/pnp/mrg/07800/07803v.jpg,California,Santa Rosa,38.4404925,-122.7141049
"Wigwam Village #7, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07865v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village #7, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07866v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village #7, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07867v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village #7, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07868v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village #7, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07869v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village #7, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07870v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village #7, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07871v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village #7, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07872v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village #7, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07873v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village #7, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07874v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village #7, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07875v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village Motel, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07876v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village Motel, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07877v.jpg,California,Rialto,34.1064001,-117.3703235
"Wigwam Village Motel, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/07800/07878v.jpg,California,Rialto,34.1064001,-117.3703235
